bin,dotnet_core,module
C:\Program Files (x86)\Microsoft Visual Studio\Installer\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSHiveStub.exe,True,mscoree.dll
C:\Program Files (x86)\Microsoft Visual Studio\Installer\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSIXAutoUpdate.exe,True,mscoree.dll
C:\Program Files (x86)\Microsoft Visual Studio\Installer\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSIXConfigurationUpdater.exe,True,mscoree.dll
C:\Program Files (x86)\Microsoft Visual Studio\Installer\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSIXInstaller.exe,True,mscoree.dll
C:\Program Files (x86)\Microsoft Visual Studio\Shared\Common\VSPerfCollectionTools\vs2022\VSPerfASPNetCmd.exe,True,mscoree.dll
C:\Program Files (x86)\Microsoft Visual Studio\Shared\Entity Framework Tools\NuGet Packages\EntityFramework.5.0.0\tools\migrate.exe,True,mscoree.dll
C:\Program Files (x86)\Microsoft Visual Studio\Shared\Entity Framework Tools\NuGet Packages\EntityFramework.6.2.0\tools\migrate.exe,True,mscoree.dll
C:\Program Files (x86)\Microsoft Visual Studio\Shared\VsWebProtocolSelector\Microsoft.VisualStudio.VsWebProtocolSelector.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm\filetypeverifier.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm\mbidgenerator.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\ComparePackage.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\filetypeverifier.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\ftquery.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\isxps.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\mbidgenerator.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\PackageEditor.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\StoreUploader.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\vsdiagview.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\WinAppDeployCmd.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\wsutil.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\xpsconverter.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\AccChecker\AccCheckConsole.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\AccChecker\acccheckui.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\UIAVerify\VisualUIAVerifyNative.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\filetypeverifier.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\mbidgenerator.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\vsdiagview.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\WinAppDeployCmd.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\ComparePackage.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\filetypeverifier.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\ftquery.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\isxps.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\mbidgenerator.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\PackageEditor.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\StoreUploader.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\vsdiagview.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\WinAppDeployCmd.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\wsdcodegen.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\wsutil.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\xpsconverter.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\AccChecker\AccCheckConsole.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\AccChecker\acccheckui.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\UIAVerify\VisualUIAVerifyNative.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\Testing\Runtimes\TAEF\TE.ManagedHost.exe,True,mscoree.dll
C:\Program Files (x86)\Windows Kits\10\Testing\Runtimes\TAEF\x64\TE.ManagedHost.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\bin\candle.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\bin\dark.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\bin\heat.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\bin\insignia.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\bin\light.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\bin\lit.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\bin\lux.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\bin\melt.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\bin\nit.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\bin\pyro.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\bin\shine.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\bin\smoke.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\bin\torch.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\bin\WixCop.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\SDK\DocCompiler.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\SDK\MakeSfxCA.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\SDK\MsgGen.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\SDK\XsdGen.exe,True,mscoree.dll
C:\Program Files (x86)\WiX Toolset v3.14\SDK\XsdStitch.exe,True,mscoree.dll
C:\ProgramData\chocolatey\choco.exe,True,mscoree.dll
C:\ProgramData\chocolatey\bin\choco.exe,True,mscoree.dll
C:\ProgramData\chocolatey\redirects\choco.exe,True,mscoree.dll
C:\ProgramData\chocolatey\tools\checksum.exe,True,mscoree.dll
C:\ProgramData\chocolatey\tools\shimgen.exe,True,mscoree.dll
"C:\ProgramData\Microsoft\VisualStudio\Packages\Microsoft.Build.UnGAC,version=17.12.12.2457101,chip=neutral,language=neutral\Microsoft.Build.UnGAC.exe",True,mscoree.dll
"C:\ProgramData\Microsoft\VisualStudio\Packages\Microsoft.VisualStudio.Graphics.EnableTools,version=17.12.35410.122\EnableGraphicsTools.exe",True,mscoree.dll
"C:\ProgramData\Microsoft\VisualStudio\Packages\Microsoft.VisualStudio.Initializer,version=17.12.35410.122\VSInitializer.exe",True,mscoree.dll
"C:\ProgramData\Microsoft\VisualStudio\Packages\Win11SDK_10.0.22621,version=10.0.22621.6,productarch=neutral\WinSdkInstaller.exe",True,mscoree.dll
"C:\ProgramData\Microsoft\VisualStudio\Packages\Win11SDK_WindowsPerformanceToolkit,version=10.0.22621.3,productarch=neutral\WinSdkInstaller.exe",True,mscoree.dll
C:\ProgramData\Microsoft\VisualStudio\SetupWMI\MofCompiler.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\entityframework\6.4.4\tools\net40\any\ef6.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\entityframework\6.4.4\tools\net40\win-x86\ef6.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\entityframework\6.4.4\tools\net45\any\ef6.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\entityframework\6.4.4\tools\net45\win-x86\ef6.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\microsoft.codedom.providers.dotnetcompilerplatform\2.0.1\tools\Roslyn45\csc.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\microsoft.codedom.providers.dotnetcompilerplatform\2.0.1\tools\Roslyn45\csi.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\microsoft.codedom.providers.dotnetcompilerplatform\2.0.1\tools\Roslyn45\vbc.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\microsoft.codedom.providers.dotnetcompilerplatform\2.0.1\tools\Roslyn45\VBCSCompiler.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\microsoft.codedom.providers.dotnetcompilerplatform\2.0.1\tools\RoslynLatest\csc.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\microsoft.codedom.providers.dotnetcompilerplatform\2.0.1\tools\RoslynLatest\csi.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\microsoft.codedom.providers.dotnetcompilerplatform\2.0.1\tools\RoslynLatest\vbc.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\microsoft.codedom.providers.dotnetcompilerplatform\2.0.1\tools\RoslynLatest\VBCSCompiler.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\microsoft.net.compilers.toolset\4.8.0\tasks\net472\csc.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\microsoft.net.compilers.toolset\4.8.0\tasks\net472\csi.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\microsoft.net.compilers.toolset\4.8.0\tasks\net472\vbc.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\microsoft.net.compilers.toolset\4.8.0\tasks\net472\VBCSCompiler.exe,True,mscoree.dll
C:\Users\Damien Mehala\.nuget\packages\webgrease\1.6.0\tools\WG.EXE,True,mscoree.dll
C:\Users\Damien Mehala\AppData\Local\AzureFunctionsTools\Releases\1.13.2\cli_x64\func.exe,True,mscoree.dll
C:\Users\Damien Mehala\AppData\Local\AzureFunctionsTools\Releases\1.13.2\cli_x64\NuGet.exe,True,mscoree.dll
C:\Windows\assembly\GAC_32\MSBuild\3.5.0.0__b03f5f7f11d50a3a\MSBuild.exe,True,mscoree.dll
C:\Windows\assembly\GAC_MSIL\ComSvcConfig\3.0.0.0__b03f5f7f11d50a3a\ComSvcConfig.exe,True,mscoree.dll
C:\Windows\assembly\GAC_MSIL\dfsvc\2.0.0.0__b03f5f7f11d50a3a\dfsvc.exe,True,mscoree.dll
C:\Windows\assembly\GAC_MSIL\HyperV-UX-UI-VMCreate\10.0.26100.1591__31bf3856ad364e35\VMCreate.exe,True,mscoree.dll
C:\Windows\assembly\GAC_MSIL\HyperV-UX-UI-VMImport\10.0.26100.1__31bf3856ad364e35\VMImport.exe,True,mscoree.dll
C:\Windows\assembly\GAC_MSIL\PresentationFontCache\3.0.0.0__31bf3856ad364e35\PresentationFontCache.exe,True,mscoree.dll
C:\Windows\assembly\GAC_MSIL\SMSvcHost\3.0.0.0__b03f5f7f11d50a3a\SMSvcHost.exe,True,mscoree.dll
C:\Windows\assembly\GAC_MSIL\WsatConfig\3.0.0.0__b03f5f7f11d50a3a\WsatConfig.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\assembly\GAC_32\MSBuild\v4.0_4.0.0.0__b03f5f7f11d50a3a\MSBuild.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\assembly\GAC_MSIL\ComSvcConfig\v4.0_4.0.0.0__b03f5f7f11d50a3a\ComSvcConfig.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\assembly\GAC_MSIL\dfsvc\v4.0_4.0.0.0__b03f5f7f11d50a3a\dfsvc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\assembly\GAC_MSIL\InspectVhdDialog\v4.0_10.0.0.0__31bf3856ad364e35\InspectVhdDialog.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.Workflow.Compiler\v4.0_4.0.0.0__31bf3856ad364e35\Microsoft.Workflow.Compiler.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\assembly\GAC_MSIL\SMSvcHost\v4.0_4.0.0.0__b03f5f7f11d50a3a\SMSvcHost.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\assembly\GAC_MSIL\WsatConfig\v4.0_4.0.0.0__b03f5f7f11d50a3a\WsatConfig.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\AppLaunch.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\aspnet_compiler.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\aspnet_regbrowsers.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\aspnet_regsql.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\aspnet_state.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\CasPol.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\csc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\dfsvc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\IEExec.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\ilasm.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\InstallUtil.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\jsc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\MSBuild.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\mscorsvw.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\ngen.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\RegAsm.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\RegSvcs.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v2.0.50727\vbc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v3.0\Windows Communication Foundation\ComSvcConfig.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v3.0\Windows Communication Foundation\ServiceModelReg.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v3.0\Windows Communication Foundation\SMSvcHost.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v3.0\Windows Communication Foundation\WsatConfig.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v3.0\WPF\XamlViewer\XamlViewer_v0300.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v3.5\AddInProcess.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v3.5\AddInProcess32.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v3.5\AddInUtil.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v3.5\DataSvcUtil.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v3.5\EdmGen.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v3.5\vbc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\AddInProcess.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\AddInProcess32.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\AddInUtil.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\AppLaunch.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\aspnet_compiler.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\aspnet_regbrowsers.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\aspnet_regsql.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\aspnet_state.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\CasPol.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\ComSvcConfig.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\DataSvcUtil.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\dfsvc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\EdmGen.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\ilasm.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\InstallUtil.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\jsc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\Microsoft.Workflow.Compiler.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\MSBuild.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngentask.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\RegAsm.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\RegSvcs.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\SMSvcHost.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\vbc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework\v4.0.30319\WsatConfig.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\AppLaunch.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\aspnet_state.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\csc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\dfsvc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\IEExec.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\ilasm.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\jsc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\mscorsvw.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\ngen.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\vbc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v3.0\Windows Communication Foundation\ComSvcConfig.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v3.0\Windows Communication Foundation\ServiceModelReg.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v3.0\Windows Communication Foundation\SMSvcHost.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v3.0\Windows Communication Foundation\WsatConfig.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v3.0\WPF\PresentationFontCache.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v3.0\WPF\XamlViewer\XamlViewer_v0300.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v3.5\AddInProcess.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v3.5\AddInProcess32.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v3.5\AddInUtil.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v3.5\DataSvcUtil.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v3.5\EdmGen.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v3.5\vbc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\AddInProcess.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\AddInProcess32.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\AddInUtil.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\AppLaunch.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\aspnet_state.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ComSvcConfig.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\DataSvcUtil.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\dfsvc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\EdmGen.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ilasm.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\jsc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\Microsoft.Workflow.Compiler.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\vbc.exe,True,mscoree.dll
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\WsatConfig.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\amd64_microsoft-windows-a..nagement-appvclient_31bf3856ad364e35_10.0.26100.3323_none_6840e64f782417a8\ScriptRunner.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\amd64_microsoft-windows-appmanagement-uevagent_31bf3856ad364e35_10.0.26100.3323_none_987a14a494f7c8cd\Microsoft.Uev.SyncController.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\amd64_microsoft-windows-appmanagement-uevagent_31bf3856ad364e35_10.0.26100.3323_none_987a14a494f7c8cd\UevAgentPolicyGenerator.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\amd64_microsoft-windows-appmanagement-uevagent_31bf3856ad364e35_10.0.26100.3323_none_987a14a494f7c8cd\UevAppMonitor.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\amd64_microsoft-windows-appmanagement-uevagent_31bf3856ad364e35_10.0.26100.3323_none_987a14a494f7c8cd\UevTemplateBaselineGenerator.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\amd64_microsoft-windows-appmanagement-uevagent_31bf3856ad364e35_10.0.26100.3323_none_987a14a494f7c8cd\UevTemplateConfigItemGenerator.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\amd64_microsoft-windows-filehistory-ui_31bf3856ad364e35_10.0.26100.3470_none_e9fb67ae3b058ae9\FileHistory.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\amd64_microsoft-windows-ie-iediag_31bf3856ad364e35_11.0.26100.3470_none_f66126026ac66761\iediagcmd.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\amd64_microsoft-windows-iis-adminservice_31bf3856ad364e35_10.0.26100.1882_none_f6065e78a7dcfc7f\WMSvc.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\amd64_microsoft-windows-iis-managementconsole_31bf3856ad364e35_10.0.26100.1882_none_237211b16b37a723\InetMgr.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\amd64_microsoft-windows-powershell-exe_31bf3856ad364e35_10.0.26100.3323_none_04e46de8b22fbf15\powershell.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\amd64_multipoint-logcollector_31bf3856ad364e35_10.0.26100.1882_none_3bc0f3ed4b4269b5\LogCollector.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\amd64_multipoint-wmsmanager_31bf3856ad364e35_10.0.26100.1882_none_b7ad430638460a0e\WmsManager.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\msil_hyperv-ux-ui-vmcreate_31bf3856ad364e35_10.0.26100.3323_none_7315df8f1b0c022a\VMCreate.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\msil_multipoint-wmsdashboard_31bf3856ad364e35_10.0.26100.1882_none_ebcaeb1d9bfa1466\WmsDashboard.exe,True,mscoree.dll
C:\Windows\SoftwareDistribution\Download\b3c7474bb0a3ce08729dff37f38bd818\Package_for_RollupFix~~amd64~~26100.3476.1.12\wow64_microsoft-windows-powershell-exe_31bf3856ad364e35_10.0.26100.3323_none_0f39183ae6908110\powershell.exe,True,mscoree.dll
C:\Windows\System32\FileHistory.exe,True,mscoree.dll
C:\Windows\System32\MCU.exe,True,mscoree.dll
C:\Windows\System32\Microsoft.Uev.SyncController.exe,True,mscoree.dll
C:\Windows\System32\PresentationHost.exe,True,mscoree.dll
C:\Windows\System32\ScriptRunner.exe,True,mscoree.dll
C:\Windows\System32\TsWpfWrp.exe,True,mscoree.dll
