Image,Framework,Version
C:\Program Files\dotnet\sdk\9.0.302\DotnetTools\dotnet-format\dotnet-format.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\DotnetTools\dotnet-user-jwts\9.0.7-servicing.25317.2\tools\net9.0\any\dotnet-user-jwts.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\DotnetTools\dotnet-user-secrets\9.0.7-servicing.25317.2\tools\net9.0\any\dotnet-user-secrets.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\DotnetTools\dotnet-watch\9.0.302-servicing.25319.7\tools\net9.0\any\BuildHost-net472\Microsoft.CodeAnalysis.Workspaces.MSBuild.BuildHost.exe,.NET Framework,4.7.2
C:\Program Files\dotnet\sdk\9.0.302\DotnetTools\dotnet-watch\9.0.302-servicing.25319.7\tools\net9.0\any\BuildHost-netcore\Microsoft.CodeAnalysis.Workspaces.MSBuild.BuildHost.dll,.NET Framework,6.0
C:\Program Files\dotnet\sdk\9.0.302\DotnetTools\dotnet-watch\9.0.302-servicing.25319.7\tools\net9.0\any\NuGet.CommandLine.XPlat.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\DotnetTools\dotnet-watch\9.0.302-servicing.25319.7\tools\net9.0\any\MSBuild.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\DotnetTools\dotnet-watch\9.0.302-servicing.25319.7\tools\net9.0\any\dotnet.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\DotnetTools\dotnet-watch\9.0.302-servicing.25319.7\tools\net9.0\any\dotnet-watch.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\Extensions\dump\DumpMinitool.x86.exe,.NET Framework,4.6.2
C:\Program Files\dotnet\sdk\9.0.302\Extensions\dump\DumpMinitool.exe,.NET Framework,4.6.2
C:\Program Files\dotnet\sdk\9.0.302\Extensions\dump\DumpMinitool.arm64.exe,.NET Framework,4.6.2
C:\Program Files\dotnet\sdk\9.0.302\FSharp\fsi.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\FSharp\fsc.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\Roslyn\bincore\VBCSCompiler.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\Roslyn\bincore\vbc.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\Roslyn\bincore\csc.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\Sdks\Microsoft.NET.Sdk.BlazorWebAssembly\tools\net9.0\Microsoft.NET.Sdk.BlazorWebAssembly.Tool.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\Sdks\Microsoft.NET.Sdk.Razor\tools\rzc.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\Sdks\Microsoft.NET.Sdk.StaticWebAssets\tools\net9.0\Microsoft.NET.Sdk.StaticWebAssets.Tool.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.x86.exe,.NET Framework,4.6.2
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.net481.x86.exe,.NET Framework,4.8.1
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.net481.exe,.NET Framework,4.8.1
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.net481.arm64.exe,.NET Framework,4.8.1
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.net48.x86.exe,.NET Framework,4.8
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.net48.exe,.NET Framework,4.8
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.net48.arm64.exe,.NET Framework,4.8
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.net472.x86.exe,.NET Framework,4.7.2
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.net472.exe,.NET Framework,4.7.2
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.net472.arm64.exe,.NET Framework,4.7.2
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.net471.x86.exe,.NET Framework,4.7.1
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.net471.exe,.NET Framework,4.7.1
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.net471.arm64.exe,.NET Framework,4.7.1
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.net47.x86.exe,.NET Framework,4.7
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.net47.exe,.NET Framework,4.7
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.net47.arm64.exe,.NET Framework,4.7
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.exe,.NET Framework,4.6.2
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\testhost.arm64.exe,.NET Framework,4.6.2
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\datacollector.exe,.NET Framework,4.8
C:\Program Files\dotnet\sdk\9.0.302\TestHostNetFramework\datacollector.arm64.exe,.NET Framework,4.8
C:\Program Files\dotnet\sdk\9.0.302\vstest.console.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\testhost.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\9.0.302\NuGet.CommandLine.XPlat.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\NuGet.Build.Tasks.Console.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\MSBuild.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\dotnet.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\datacollector.dll,.NET Framework,9.0
C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell_ise.exe,.NET Framework,4.5.1
C:\Windows\WinSxS\amd64_microsoft-xbox-gamecallableui.appxmain_31bf3856ad364e35_10.0.19041.5915_none_97951fca9cc144b8\XBox.TCUI.exe,.NET Framework,4.5
C:\ProgramData\Prowlarr\bin\ServiceUninstall.dll,.NET Framework,6.0
C:\ProgramData\Prowlarr\bin\ServiceInstall.dll,.NET Framework,6.0
C:\Users\All Users\Lidarr\bin\Lidarr.dll,.NET Framework,6.0
C:\Users\All Users\Lidarr\bin\Lidarr.Console.dll,.NET Framework,6.0
C:\Users\All Users\Microsoft\VisualStudio\SetupWMI\MofCompiler.exe,.NET Framework,4.7.2
C:\Users\All Users\Prowlarr\bin\ServiceUninstall.dll,.NET Framework,6.0
C:\Users\All Users\Prowlarr\bin\ServiceInstall.dll,.NET Framework,6.0
C:\Users\All Users\Prowlarr\bin\Prowlarr.dll,.NET Framework,6.0
C:\Users\same_\.vscode\extensions\ms-dotnettools.csdevkit-1.30.44-win32-x64\components\CPS\platforms\win32-x64\node_modules\@microsoft\visualstudio-projectsystem-buildhost.win32-x64\Microsoft.VisualStudio.ProjectSystem.Server.BuildHost.dll,.NET Framework,6.0
C:\Users\same_\.vscode\extensions\ms-dotnettools.csdevkit-1.30.44-win32-x64\components\vs-green-server\platforms\win32-x64\node_modules\@microsoft\visualstudio-controller.win32-x64\Microsoft.VisualStudio.Code.ServiceController.dll,.NET Framework,9.0
C:\Users\same_\.vscode\extensions\ms-dotnettools.csdevkit-1.30.44-win32-x64\components\vs-green-server\platforms\win32-x64\node_modules\@microsoft\visualstudio-reliability-monitor.win32-x64\Microsoft.VisualStudio.Reliability.Monitor.dll,.NET Framework,9.0
C:\Users\same_\.vscode\extensions\ms-dotnettools.csdevkit-1.30.44-win32-x64\components\vs-green-server\platforms\win32-x64\node_modules\@microsoft\visualstudio-server.win32-x64\Microsoft.VisualStudio.Code.Server.dll,.NET Framework,9.0
C:\Users\same_\.vscode\extensions\ms-vscode.cpptools-1.26.3-win32-x64\debugAdapters\bin\WindowsDebugLauncher.exe,.NET Framework,4.7.2
C:\Users\same_\.vscode\extensions\ms-vscode.cpptools-1.26.3-win32-x64\debugAdapters\bin\OpenDebugAD7.dll,.NET Framework,8.0
C:\Users\same_\AppData\Local\Microsoft\Teams\Update.exe,.NET Framework,4.5
C:\Users\same_\AppData\Local\Microsoft\VisualStudio\17.0_7e993639\Designer\Cache\1-69514541x86RD\WpfSurface.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Microsoft\VisualStudio\17.0_7e993639\Designer\Cache\1219888820x64DA\WpfSurface.dll,.NET Framework,v4.0.30319
C:\Users\same_\AppData\Local\Microsoft\VisualStudio\17.0_ba095202\Designer\Cache\1-1798282516x86DD\WpfSurface.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Microsoft\VisualStudio\17.0_ba095202\Designer\Cache\1-1798282516x86DD\GUIConsole.Wpf.exe,.NET Framework,4.6.1
C:\Users\same_\AppData\Local\Microsoft\VisualStudio\17.0_ba095202\Designer\Cache\1429724735x86DD\WpfSurface.exe,.NET Framework,4.7.2
C:\Windows\assembly\NativeImages_v4.0.30319_64\fscAnyCpu\f9955d0624921a82c40307b492d57bd3\fscAnyCpu.ni.exe,.NET Framework,4.7.2
C:\Windows\assembly\NativeImages_v4.0.30319_64\fsiAnyCpu\22c32225e0daefd4b9984acdb3bc7317\fsiAnyCpu.ni.exe,.NET Framework,4.7.2
C:\Windows\assembly\NativeImages_v4.0.30319_64\InspectVhdDialog\fae097010f92ef360d5a26a1fab3bb64\InspectVhdDialog.ni.exe,.NET Framework,4.6
C:\Windows\assembly\NativeImages_v4.0.30319_64\InspectVhdDialog6.2\6e0f199e493f42ff08a93eaf74063e57\InspectVhdDialog6.2.ni.exe,.NET Framework,4.6
C:\Windows\assembly\NativeImages_v4.0.30319_64\InspectVhdDialog6.3\511474152a9af0a05861f1ac4be6d3b6\InspectVhdDialog6.3.ni.exe,.NET Framework,4.6
C:\Windows\assembly\NativeImages_v4.0.30319_64\InteractiveHost64\6cea06483744a05b7b9269b50a97c568\InteractiveHost64.ni.exe,.NET Framework,4.7.2
C:\Windows\assembly\NativeImages_v4.0.30319_64\lc\21ad29f775d763c73f208a824f75d81d\lc.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_64\lc\69353c4b48d005e755548715d8a3f965\lc.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_64\lc\b19075976282aaa1cc5f0851d96d6f90\lc.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.A75fd271a#\bc62af0de5d685dd922bb370fe12736c\Microsoft.Alm.Shared.Remoting.RemoteContainer.ni.exe,.NET Framework,4.7.2
C:\Windows\Microsoft.NET\Framework\v2.0.50727\jsc.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v2.0.50727\InstallUtil.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v2.0.50727\IEExec.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v2.0.50727\dfsvc.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v2.0.50727\CasPol.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v2.0.50727\aspnet_regsql.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v2.0.50727\aspnet_regbrowsers.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v2.0.50727\aspnet_compiler.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v3.0\Windows Communication Foundation\WsatConfig.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v3.0\Windows Communication Foundation\SMSvcHost.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v3.0\Windows Communication Foundation\ServiceModelReg.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v3.0\Windows Communication Foundation\ComSvcConfig.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v3.0\WPF\XamlViewer\XamlViewer_v0300.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v3.5\EdmGen.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v3.5\DataSvcUtil.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v3.5\AddInUtil.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v3.5\AddInProcess32.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v3.5\AddInProcess.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v4.0.30319\WsatConfig.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\SMSvcHost.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\RegSvcs.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\RegAsm.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngentask.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\MSBuild.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\Microsoft.Workflow.Compiler.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\jsc.exe,.NET Framework,4.5
C:\Windows\Microsoft.NET\Framework\v4.0.30319\InstallUtil.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\EdmGen.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\dfsvc.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\DataSvcUtil.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\ComSvcConfig.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\CasPol.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\aspnet_regsql.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\aspnet_regbrowsers.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\aspnet_compiler.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\AddInUtil.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\AddInProcess32.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework\v4.0.30319\AddInProcess.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\RegSvcs.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\RegAsm.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\MSBuild.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\jsc.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\InstallUtil.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\IEExec.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\dfsvc.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\CasPol.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\aspnet_regsql.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\aspnet_regbrowsers.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v2.0.50727\aspnet_compiler.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v3.0\Windows Communication Foundation\WsatConfig.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v3.0\Windows Communication Foundation\SMSvcHost.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v3.0\Windows Communication Foundation\ServiceModelReg.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v3.0\Windows Communication Foundation\ComSvcConfig.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v3.0\WPF\XamlViewer\XamlViewer_v0300.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v3.0\WPF\PresentationFontCache.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v3.5\MSBuild.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v3.5\EdmGen.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v3.5\DataSvcUtil.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v3.5\AddInUtil.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v3.5\AddInProcess32.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v3.5\AddInProcess.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\WsatConfig.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\RegSvcs.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\RegAsm.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngentask.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\Microsoft.Workflow.Compiler.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\jsc.exe,.NET Framework,4.5
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\InstallUtil.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\EdmGen.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\dfsvc.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\DataSvcUtil.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ComSvcConfig.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\CasPol.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\aspnet_regsql.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\aspnet_regbrowsers.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\aspnet_compiler.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\AddInUtil.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\AddInProcess32.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\AddInProcess.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\msil_addinprocess_b77a5c561934e089_10.0.19041.1_none_5170c1bc799e651e\AddInProcess.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\msil_addinutil_b77a5c561934e089_10.0.19041.1_none_724c73dbde296e25\AddInUtil.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\msil_comsvcconfig_b03f5f7f11d50a3a_10.0.19041.1_none_ac711518659a66a5\ComSvcConfig.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\wow64_microsoft-windows-storage-diagnostics_31bf3856ad364e35_10.0.19041.1_none_34f70c73dc049744\stordiag.exe,.NET Framework,4.5
C:\Program Files\AMD\CNext\CNext\facebook\FacebookClient.exe,.NET Framework,4.7.2
C:\Program Files\AMD\CNext\CNext\giphy\GiphyWrapper.exe,.NET Framework,4.5
C:\Program Files\AMD\CNext\CNext\restream\RestreamAPIWrapper.exe,.NET Framework,4.8
C:\Program Files\AMD\CNext\CNext\sinaWeibo\SinaWeiboWrapper.exe,.NET Framework,4.5
C:\Program Files\AMD\CNext\CNext\streamable\StreamableAPIWrapper.exe,.NET Framework,4.5.2
C:\Program Files\AMD\CNext\CNext\twitch\TwitchClient.exe,.NET Framework,4.8
C:\Program Files\AMD\CNext\CNext\twitter\TwitterWrapperClient.exe,.NET Framework,4.5
C:\Program Files\AMD\CNext\CNext\youtube\YoutubeAPIWrapper.exe,.NET Framework,4.8
C:\Program Files\AMD\CNext\CNext\ZipUtility.exe,.NET Framework,4.5
C:\Program Files\AMD\CNext\CNext\EyefinityPro.exe,.NET Framework,4.5
C:\Program Files\AMD\Performance Profile Client\ZipUtility.exe,.NET Framework,4.5
C:\Program Files\DebugDiag\x86Support\DebugDiag.X86AnalysisHost.exe,.NET Framework,4.5
C:\Program Files\DebugDiag\DebugDiag.RuleBuilder.exe,.NET Framework,4.5
C:\Program Files\DebugDiag\DebugDiag.Analysis.exe,.NET Framework,4.5
C:\Program Files\Docker\Docker\InstallerCli.exe,.NET Framework,4.6.2
C:\Program Files\dotnet\sdk\8.0.300\Containers\containerize\MSBuild.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\Containers\containerize\containerize.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\Containers\tasks\net8.0\MSBuild.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\DotnetTools\dotnet-dev-certs\8.0.5-servicing.24224.4\tools\net8.0\any\dotnet-dev-certs.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\DotnetTools\dotnet-format\Microsoft.CodeAnalysis.Workspaces.MSBuild.BuildHost.dll,.NET Framework,7.0
C:\Program Files\dotnet\sdk\8.0.300\DotnetTools\dotnet-format\dotnet-format.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\DotnetTools\dotnet-user-jwts\8.0.5-servicing.24224.4\tools\net8.0\any\dotnet-user-jwts.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\DotnetTools\dotnet-user-secrets\8.0.5-servicing.24224.4\tools\net8.0\any\dotnet-user-secrets.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\DotnetTools\dotnet-watch\8.0.300-rtm.24224.16\tools\net8.0\any\BuildHost-net472\Microsoft.CodeAnalysis.Workspaces.MSBuild.BuildHost.exe,.NET Framework,4.7.2
C:\Program Files\dotnet\sdk\8.0.300\DotnetTools\dotnet-watch\8.0.300-rtm.24224.16\tools\net8.0\any\BuildHost-netcore\Microsoft.CodeAnalysis.Workspaces.MSBuild.BuildHost.dll,.NET Framework,6.0
C:\Program Files\dotnet\sdk\8.0.300\DotnetTools\dotnet-watch\8.0.300-rtm.24224.16\tools\net8.0\any\Microsoft.CodeAnalysis.Workspaces.MSBuild.BuildHost.dll,.NET Framework,6.0
C:\Program Files\dotnet\sdk\8.0.300\DotnetTools\dotnet-watch\8.0.300-rtm.24224.16\tools\net8.0\any\dotnet-watch.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\Extensions\dump\DumpMinitool.x86.exe,.NET Framework,4.6.2
C:\Program Files\dotnet\sdk\8.0.300\Extensions\dump\DumpMinitool.exe,.NET Framework,4.6.2
C:\Program Files\dotnet\sdk\8.0.300\Extensions\dump\DumpMinitool.arm64.exe,.NET Framework,4.6.2
C:\Program Files\dotnet\sdk\8.0.300\FSharp\fsi.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\FSharp\fsc.dll,.NET Framework,8.0
C:\Program Files\PowerShell\7\pwsh.dll,.NET Framework,8.0
C:\Program Files\PowerToys\modules\Awake\PowerToys.Awake.dll,.NET Framework,7.0
C:\Program Files\PowerToys\modules\ColorPicker\PowerToys.ColorPickerUI.dll,.NET Framework,7.0
C:\Program Files\PowerToys\modules\FancyZones\PowerToys.FancyZonesEditor.dll,.NET Framework,7.0
C:\Program Files\PowerToys\modules\FileLocksmith\PowerToys.FileLocksmithUI.dll,.NET Framework,7.0
C:\Program Files\PowerToys\modules\Hosts\PowerToys.Hosts.dll,.NET Framework,7.0
C:\Program Files\PowerToys\modules\ImageResizer\PowerToys.ImageResizer.dll,.NET Framework,7.0
C:\Program Files\PowerToys\modules\launcher\PowerToys.PowerLauncher.dll,.NET Framework,7.0
C:\Program Files\PowerToys\modules\MeasureTool\PowerToys.MeasureToolUI.dll,.NET Framework,7.0
C:\Program Files\PowerToys\modules\PowerAccent\PowerToys.PowerAccent.dll,.NET Framework,7.0
C:\Program Files\PowerToys\modules\PowerAccent\PowerAccent.dll,.NET Framework,7.0
C:\Program Files\PowerToys\modules\PowerOCR\PowerToys.PowerOCR.dll,.NET Framework,7.0
C:\Program Files\PowerToys\Settings\PowerToys.Settings.dll,.NET Framework,7.0
C:\Program Files\Proton\VPN\v4.1.13\ProtonVPNService.dll,.NET Framework,8.0
C:\Program Files\Proton\VPN\v4.1.13\ProtonVPN.WireGuardService.dll,.NET Framework,8.0
C:\Program Files\Proton\VPN\v4.1.13\ProtonVPN.TlsVerify.dll,.NET Framework,8.0
C:\Program Files\Proton\VPN\v4.1.13\ProtonVPN.RestoreInternet.dll,.NET Framework,8.0
C:\Program Files\Proton\VPN\v4.1.13\ProtonVPN.Client.dll,.NET Framework,8.0
C:\Program Files\Proton\VPN\v4.2.0\ProtonVPNService.dll,.NET Framework,8.0
C:\Program Files\Proton\VPN\v4.2.0\ProtonVPN.WireGuardService.dll,.NET Framework,8.0
C:\Program Files\Proton\VPN\v4.2.0\ProtonVPN.TlsVerify.dll,.NET Framework,8.0
C:\Program Files\Proton\VPN\v4.2.0\ProtonVPN.RestoreInternet.dll,.NET Framework,8.0
C:\Program Files\Proton\VPN\v4.2.0\ProtonVPN.Client.dll,.NET Framework,8.0
C:\Windows\WinSxS\amd64_netfx4-ngentask_exe_b03f5f7f11d50a3a_4.0.15805.0_none_d4039dd5692796db\ngentask.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_netfx4-ngentask_exe_b03f5f7f11d50a3a_4.0.15805.285_none_cbd46ba524299690\ngentask.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_netfx4-ngentask_exe_b03f5f7f11d50a3a_4.0.15840.3_none_d3fea185692c10e1\ngentask.exe,.NET Framework,v4.0.30319
C:\Program Files\Git\mingw64\libexec\git-core\git-credential-manager-core.exe,.NET Framework,4.7.2
C:\Program Files\Tablet\Wacom\WacomCenter\WacomCenterUI.dll,.NET Framework,6.0
C:\Users\same_\.nuget\packages\microsoft.testplatform.testhost\17.1.0\build\netcoreapp1.0\x64\testhost.dll,.NET Framework,1.0
C:\Users\same_\.nuget\packages\microsoft.testplatform.testhost\17.1.0\build\netcoreapp1.0\x86\testhost.x86.dll,.NET Framework,1.0
C:\Users\same_\.nuget\packages\microsoft.testplatform.testhost\17.1.0\build\netcoreapp2.1\x64\testhost.dll,.NET Framework,2.1
C:\Users\same_\.nuget\packages\microsoft.testplatform.testhost\17.1.0\build\netcoreapp2.1\x86\testhost.x86.dll,.NET Framework,2.1
